,precision,recall,f1-score,support
0,0.7142857142857143,1.0,0.8333333333333333,5.0
1,0.8333333333333334,1.0,0.9090909090909091,5.0
2,1.0,0.6,0.7499999999999999,5.0
3,1.0,1.0,1.0,5.0
4,0.75,0.6,0.6666666666666665,5.0
5,0.75,0.6,0.6666666666666665,5.0
6,1.0,0.8,0.888888888888889,5.0
7,1.0,0.8,0.888888888888889,5.0
8,1.0,1.0,1.0,5.0
9,1.0,1.0,1.0,5.0
10,0.8333333333333334,1.0,0.9090909090909091,5.0
11,0.8333333333333334,1.0,0.9090909090909091,5.0
12,0.8333333333333334,1.0,0.9090909090909091,5.0
13,0.8333333333333334,1.0,0.9090909090909091,5.0
14,0.8333333333333334,1.0,0.9090909090909091,5.0
15,1.0,1.0,1.0,5.0
16,0.6666666666666666,0.8,0.7272727272727272,5.0
17,1.0,1.0,1.0,5.0
18,1.0,1.0,1.0,5.0
19,0.6,0.6,0.6,5.0
20,0.75,0.6,0.6666666666666665,5.0
21,0.75,0.6,0.6666666666666665,5.0
22,0.8,0.8,0.8000000000000002,5.0
23,0.8,0.8,0.8000000000000002,5.0
24,1.0,0.8,0.888888888888889,5.0
25,1.0,0.8,0.888888888888889,5.0
26,0.6666666666666666,0.8,0.7272727272727272,5.0
27,1.0,1.0,1.0,5.0
accuracy,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
macro avg,0.8659863945578232,0.8571428571428573,0.8540945165945165,140.0
weighted avg,0.8659863945578231,0.8571428571428571,0.8540945165945165,140.0
