,precision,recall,f1-score,support
0,1.0,1.0,1.0,5.0
1,0.8333333333333334,1.0,0.9090909090909091,5.0
2,1.0,1.0,1.0,5.0
3,0.8333333333333334,1.0,0.9090909090909091,5.0
4,0.8333333333333334,1.0,0.9090909090909091,5.0
5,1.0,1.0,1.0,5.0
6,0.6666666666666666,0.8,0.7272727272727272,5.0
7,0.7142857142857143,1.0,0.8333333333333333,5.0
8,1.0,0.8,0.888888888888889,5.0
9,1.0,0.8,0.888888888888889,5.0
10,1.0,0.8,0.888888888888889,5.0
11,0.8,0.8,0.8000000000000002,5.0
12,0.7142857142857143,1.0,0.8333333333333333,5.0
13,0.8,0.8,0.8000000000000002,5.0
14,1.0,1.0,1.0,5.0
15,1.0,1.0,1.0,5.0
16,1.0,1.0,1.0,5.0
17,0.75,0.6,0.6666666666666665,5.0
18,1.0,1.0,1.0,5.0
19,1.0,0.8,0.888888888888889,5.0
20,0.6666666666666666,0.4,0.5,5.0
21,1.0,1.0,1.0,5.0
22,1.0,0.8,0.888888888888889,5.0
23,1.0,0.8,0.888888888888889,5.0
24,0.7142857142857143,1.0,0.8333333333333333,5.0
25,1.0,0.8,0.888888888888889,5.0
26,1.0,1.0,1.0,5.0
27,1.0,1.0,1.0,5.0
accuracy,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8928571428571429
macro avg,0.9045068027210884,0.8928571428571429,0.8908369408369408,140.0
weighted avg,0.9045068027210885,0.8928571428571429,0.8908369408369409,140.0
